structure_id	structure_name	acronym	loc	acronym_upper	Left_hemisphere	Right_hemisphere	Undefined_hemisphere	source	coldcuts_acronym	coldcuts_id	coldcuts_name	coldcuts
4736	He-V_V, Left Lateral Hemisphere	He	V	HE	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4060	LOrG_lateral orbital gyrus, Left	LOrG	NA	LORG	TRUE	FALSE	FALSE	ABA_dataset_adult	LOrG	12125	lateral orbital gyrus	TRUE
4310	DBv_Diagonal Band, Vertical Division, Left	DBv	NA	DBV	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4472	DTLv_Lateral group of Nuclei, Right, Ventral division	DTLv	NA	DTLV	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4159	FuG-l_fusiform gyrus, Left, lateral bank of gyrus	FuG	l	FUG	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4523	Hm_Medial Habenular Nucleus, Left	Hm	NA	HM	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4178	PLP_planum polare, Left	PLP	NA	PLP	TRUE	FALSE	FALSE	ABA_dataset_adult	PLP	12147	planum polare	TRUE
9115	SC_Superior Colliculus, Left	SC	NA	SC	TRUE	FALSE	FALSE	ABA_dataset_adult	SC	12292	superior colliculus	TRUE
4291	Acb_Nucleus Accumbens, Left	Acb	NA	ACB	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4094	PoG-il_postcentral gyrus, Right, inferior lateral aspect of gyrus	PoG	il	POG	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4142	MTG-s_middle temporal gyrus, Left, superior bank of gyrus	MTG	s	MTG	TRUE	FALSE	FALSE	ABA_dataset_adult	MTG	12141	middle temporal gyrus	TRUE
4142	MTG-s_middle temporal gyrus, Left, superior bank of gyrus	MTG	s	MTG	TRUE	FALSE	FALSE	ABA_dataset_adult	MTg	12195	midbrain tegmentum	TRUE
10145	OlfT_Olfactory Tubercle, Left	OlfT	NA	OLFT	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4254	CA1_CA1 field, Left	CA1	NA	CA1	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4023	SFG-m_superior frontal gyrus, Left, medial bank of gyrus	SFG	m	SFG	TRUE	FALSE	FALSE	ABA_dataset_adult	SFG	12115	superior frontal gyrus	TRUE
9555	Gr_gracile nucleus, Left	Gr	NA	GR	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9561	IO_inferior olivary complex, Left	IO	NA	IO	TRUE	FALSE	FALSE	ABA_dataset_adult	IO	12600	inferior olive	TRUE
4432	ILr_Rostral Group of intralaminar Nuclei, Left	ILr	NA	ILR	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4092	PoG-cs_postcentral gyrus, Right, bank of the central sulcus	PoG	cs	POG	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4146	MTG-i_middle temporal gyrus, Right, inferior bank of gyrus	MTG	i	MTG	FALSE	TRUE	FALSE	ABA_dataset_adult	MTG	12141	middle temporal gyrus	TRUE
4146	MTG-i_middle temporal gyrus, Right, inferior bank of gyrus	MTG	i	MTG	FALSE	TRUE	FALSE	ABA_dataset_adult	MTg	12195	midbrain tegmentum	TRUE
9708	CPLV_Choroid Plexus of the lateral ventricle	CPLV	NA	CPLV	FALSE	FALSE	TRUE	ABA_dataset_adult	NA	NA	NA	NA
4360	CeA_Central Nucleus, Left	CeA	NA	CEA	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4907	TP-i_temporal pole, Right, inferior aspect	TP	i	TP	FALSE	TRUE	FALSE	ABA_dataset_adult	TP	12146	temporal pole	TRUE
9143	7_facial motor nucleus, Left	7	NA	7	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4789	Fas_Fastigial Nucleus, Right	Fas	NA	FAS	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9559	12_hypoglossal nucleus, Right	12	NA	12	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4772	He-Crus I_Crus I, Right Lateral Hemisphere	He	Crus I	HE	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4238	CgGr-i_Cingulate gyrus, retrosplenial part, Left, inferior bank of gyrus	CgGr	i	CGGR	TRUE	FALSE	FALSE	ABA_dataset_adult	CgGr	12157	cingulate gyrus, rostral (anterior) part	TRUE
4910	OPi_occipital pole, Left, inferior aspect	OPi	NA	OPI	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4121	Pcu-i_precuneus, Left, inferior lateral bank of gyrus	Pcu	i	PCU	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4256	CA3_CA3 field, Left	CA3	NA	CA3	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4149	ITG-its_inferior temporal gyrus, Left, bank of the its	ITG	its	ITG	TRUE	FALSE	FALSE	ABA_dataset_adult	ITG	12142	inferior temporal gyrus	TRUE
10149	CGPo_central grey of the pons, Right	CGPo	NA	CGPO	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9020	CnF_cuneiform nucleus, Left	CnF	NA	CNF	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4669	SuM_Supramammillary Nucleus, Left	SuM	NA	SUM	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4905	TP-m_temporal pole, Left, medial aspect	TP	m	TP	TRUE	FALSE	FALSE	ABA_dataset_adult	TP	12146	temporal pole	TRUE
4597	PalHy_Pallidohypothalamic Nucleus, Left	PalHy	NA	PALHY	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4258	DG_Dentate gyrus, Left	DG	NA	DG	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9214	Pr5_principal sensory nucleus of trigeminal nerve, Right	Pr5	NA	PR5	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
13008	LHT_Lateral Hypothalamic Area, Tuberal Region, Left	LHT	NA	LHT	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4790	Glo_Globose Nucleus, Right	Glo	NA	GLO	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4693	PHA_Posterior Hypothalamic Area, Right	PHA	NA	PHA	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9017	ICjl_interstitial nucleus of Cajal, Right	ICjl	NA	ICJL	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4270	LIG_Long Insular Gyri, Left	LIG	NA	LIG	TRUE	FALSE	FALSE	ABA_dataset_adult	LIG	12177	long insular gyri	TRUE
4270	LIG_Long Insular Gyri, Left	LIG	NA	LIG	TRUE	FALSE	FALSE	ABA_dataset_adult	LiG	12151	lingual gyrus	TRUE
9604	GiRt_gigantocellular group, Right	GiRt	NA	GIRT	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4077	PCLa-i_paracentral lobule, anterior part, Right, inferior bank of gyrus	PCLa	i	PCLA	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4227	CgGf-i_Cingulate gyrus, frontal part, Right, inferior bank of gyrus	CgGf	i	CGGF	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4263	CA1_CA1 field, Right	CA1	NA	CA1	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4079	fro_frontal operculum, Left	fro	NA	FRO	TRUE	FALSE	FALSE	ABA_dataset_adult	FrO	12127	frontal operculum	TRUE
4223	CgGf-s_Cingulate gyrus, frontal part, Left, superior bank of gyrus	CgGf	s	CGGF	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4513	ZI_Zona Incerta, Right	ZI	NA	ZI	FALSE	TRUE	FALSE	ABA_dataset_adult	ZI	10463	zona incerta	TRUE
4744	He-IX_IX, Left Lateral Hemisphere	He	IX	HE	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9123	SC_Superior Colliculus, Right	SC	NA	SC	FALSE	TRUE	FALSE	ABA_dataset_adult	SC	12292	superior colliculus	TRUE
9024	CnF_cuneiform nucleus, Right	CnF	NA	CNF	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9158	RPn_pontine raphe nucleus, Left	RPn	NA	RPN	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4335	ATZ_Amygdaloid Transition zone, Right	ATZ	NA	ATZ	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9068	VTA_ventral tegmental area, Right	VTA	NA	VTA	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9146	LPB_lateral parabrachial nucleus, Left	LPB	NA	LPB	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4895	FPi_frontal pole, Right, inferior aspect	FPi	NA	FPI	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4528	Hm_Medial Habenular Nucleus, Right	Hm	NA	HM	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4637	VMH_Ventromedial Hypothalamic Nucleus, Left	VMH	NA	VMH	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9547	10_dorsal motor nucleus of the vagus, Right	10	NA	10	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4529	Hl_Lateral Habenular Nucleus, Right	Hl	NA	HL	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4022	SFG_superior frontal gyrus, Left	SFG	NA	SFG	TRUE	FALSE	FALSE	ABA_dataset_adult	SFG	12115	superior frontal gyrus	TRUE
4351	BMA_Basomedial nucleus, Left	BMA	NA	BMA	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4043	opIFG_inferior frontal gyrus, opercular part, Right	opIFG	NA	OPIFG	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9614	LMRt_lateral medullary reticular group, Left	LMRt	NA	LMRT	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4204	OTG-i_occipito-temporal gyrus, Right, inferior bank of gyrus	OTG	i	OTG	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4098	SPL-s_supraparietal lobule, Left, superior bank of gyrus	SPL	s	SPL	TRUE	FALSE	FALSE	ABA_dataset_adult	SPL	12133	supraparietal lobule	TRUE
9492	Pn_pontine nuclei, Left	Pn	NA	PN	TRUE	FALSE	FALSE	ABA_dataset_adult	Pn	10661	pons	TRUE
4150	ITG-l_inferior temporal gyrus, Left, lateral bank of gyrus	ITG	l	ITG	TRUE	FALSE	FALSE	ABA_dataset_adult	ITG	12142	inferior temporal gyrus	TRUE
4773	He-Crus II_Crus II, Right Lateral Hemisphere	He	Crus II	HE	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4507	ZI_Zona Incerta, Left	ZI	NA	ZI	TRUE	FALSE	FALSE	ABA_dataset_adult	ZI	10463	zona incerta	TRUE
9619	LMRt_lateral medullary reticular group, Right	LMRt	NA	LMRT	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4755	PV-VI_VI, Right Paravermis	PV	VI	PV	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4281	TCd_Tail of Caudate Nucleus, Left	TCd	NA	TCD	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4672	MM_Medial mammillary Nucleus, Left	MM	NA	MM	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4296	GPi_globus pallidus, internal segment, Left	GPi	NA	GPI	TRUE	FALSE	FALSE	ABA_dataset_adult	GPi	10344	internal segment of globus pallidus	TRUE
4534	Pa_Paraventricular Nuclei, Left of Thalamus, Left	Pa	NA	PA	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4019	PrG-il_precentral gyrus, Right, inferior lateral aspect of gyrus	PrG	il	PRG	FALSE	TRUE	FALSE	ABA_dataset_adult	PRG	146034892	perirhinal gyrus ( rostral part of FuGt)	TRUE
4215	SOG-i_superior occipital gyrus, Left, inferior bank of gyrus	SOG	i	SOG	TRUE	FALSE	FALSE	ABA_dataset_adult	SOG	12154	superior occipital gyrus	TRUE
4719	PV-IV_IV, Left Paravermis	PV	IV	PV	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4487	ILr_Rostral Group of intralaminar Nuclei, Right	ILr	NA	ILR	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4080	fro_frontal operculum, Right	fro	NA	FRO	FALSE	TRUE	FALSE	ABA_dataset_adult	FrO	12127	frontal operculum	TRUE
9529	8Co_cochlear nuclei, Left	8Co	NA	8CO	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4026	SFG-m_superior frontal gyrus, Right, medial bank of gyrus	SFG	m	SFG	FALSE	TRUE	FALSE	ABA_dataset_adult	SFG	12115	superior frontal gyrus	TRUE
4063	SCG_subcallosal gyrus, Left	SCG	NA	SCG	TRUE	FALSE	FALSE	ABA_dataset_adult	SCG	12160	subcallosal gyrus (parolfactory gyrus)	TRUE
4784	Fas_Fastigial Nucleus, Left	Fas	NA	FAS	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4145	MTG-s_middle temporal gyrus, Right, superior bank of gyrus	MTG	s	MTG	FALSE	TRUE	FALSE	ABA_dataset_adult	MTG	12141	middle temporal gyrus	TRUE
4145	MTG-s_middle temporal gyrus, Right, superior bank of gyrus	MTG	s	MTG	FALSE	TRUE	FALSE	ABA_dataset_adult	MTg	12195	midbrain tegmentum	TRUE
4898	SRoG_superior rostral gyrus, Left	SRoG	NA	SROG	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9589	CMRt_central medullary reticular group, Left	CMRt	NA	CMRT	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4203	OTG-s_occipito-temporal gyrus, Right, superior bank of gyrus	OTG	s	OTG	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4231	CgGp-i_Cingulate gyrus, parietal part, Left, inferior bank of gyrus	CgGp	i	CGGP	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4598	AHA_Anterior Hypothalamic Area, Left	AHA	NA	AHA	TRUE	FALSE	FALSE	ABA_dataset_adult	AHA	10377	amygdalohippocampal area	TRUE
4101	SPL-s_supraparietal lobule, Right, superior bank of gyrus	SPL	s	SPL	FALSE	TRUE	FALSE	ABA_dataset_adult	SPL	12133	supraparietal lobule	TRUE
9544	Cu_cuneate nucleus, Right	Cu	NA	CU	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9138	6_abducens nucleus, Right	6	NA	6	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4285	TCd_Tail of Caudate Nucleus, Right	TCd	NA	TCD	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4187	Cun-str_cuneus, Left, striate	Cun	str	CUN	TRUE	FALSE	FALSE	ABA_dataset_adult	Cun	12150	cuneus	TRUE
4723	PV-Crus I_Crus I, Left Paravermis	PV	Crus I	PV	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4266	CA4_CA4 field, Right	CA4	NA	CA4	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4164	FuG-cos_fusiform gyrus, Right, bank of cos	FuG	cos	FUG	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4400	DTM_Medial Group of Nuclei, Left	DTM	NA	DTM	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4741	He-VIIB_VIIB, Left Lateral Hemisphere	He	VIIB	HE	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9241	cgb_cingulum bundle, Left	cgb	NA	CGB	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4162	FuG-its_fusiform gyrus, Right, bank of the its	FuG	its	FUG	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4247	PHG-l_parahippocampal gyrus, Right, lateral bank of gyrus	PHG	l	PHG	FALSE	TRUE	FALSE	ABA_dataset_adult	PHG	12162	parahippocampal gyrus	TRUE
4265	CA3_CA3 field, Right	CA3	NA	CA3	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4735	He-IV_IV, Left Lateral Hemisphere	He	IV	HE	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4891	FPi_frontal pole, Left, inferior aspect	FPi	NA	FPI	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4102	SPL-i_supraparietal lobule, Right, inferior bank of gyrus	SPL	i	SPL	FALSE	TRUE	FALSE	ABA_dataset_adult	SPL	12133	supraparietal lobule	TRUE
4301	SptN_Septal nuclei, Left	SptN	NA	SPTN	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4058	POrG_posterior orbital gyrus, Right	POrG	NA	PORG	FALSE	TRUE	FALSE	ABA_dataset_adult	POrG	12124	posterior intermediate orbital gyrus	TRUE
4208	IOG-i_inferior occipital gyrus, Left, inferior bank of gyrus	IOG	i	IOG	TRUE	FALSE	FALSE	ABA_dataset_adult	IOG	12153	inferior occipital gyrus	TRUE
9026	SubCn_subcuneiform nucleus, Right	SubCn	NA	SUBCN	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4067	PTG_paraterminal gyrus, Right	PTG	NA	PTG	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4241	CgGr-i_Cingulate gyrus, retrosplenial part, Right, inferior bank of gyrus	CgGr	i	CGGR	FALSE	TRUE	FALSE	ABA_dataset_adult	CgGr	12157	cingulate gyrus, rostral (anterior) part	TRUE
4437	ILc_Caudal Group of Intralaminar Nuclei, Left	ILc	NA	ILC	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4428	DTP_Posterior Group of Nuclei, Left	DTP	NA	DTP	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4076	PCLa-s_paracentral lobule, anterior part, Right, superior bank of gyrus	PCLa	s	PCLA	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4158	FuG-its_fusiform gyrus, Left, bank of the its	FuG	its	FUG	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4045	orIFG_inferior frontal gyrus, orbital part, Left	orIFG	NA	ORIFG	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4190	Cun-str_cuneus, Right, striate	Cun	str	CUN	FALSE	TRUE	FALSE	ABA_dataset_adult	Cun	12150	cuneus	TRUE
4200	OTG-s_occipito-temporal gyrus, Left, superior bank of gyrus	OTG	s	OTG	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4752	PV-IV_IV, Right Paravermis	PV	IV	PV	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4756	PV-Crus I_Crus I, Right Paravermis	PV	Crus I	PV	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
9149	LC_locus ceruleus, Left	LC	NA	LC	TRUE	FALSE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4652	VMH_Ventromedial Hypothalamic Nucleus, Right	VMH	NA	VMH	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
4700	Ve-I-II_I-II	Ve	I	VE	FALSE	FALSE	TRUE	ABA_dataset_adult	NA	NA	NA	NA
9451	EW_Edinger Westphal nucleus, Right	EW	NA	EW	FALSE	TRUE	FALSE	ABA_dataset_adult	NA	NA	NA	NA
Brain - Amygdala	Brain - Amygdala	NA	NA	AMY	FALSE	FALSE	TRUE	GTEx	AMY	10361	amygdaloid complex	TRUE
Brain - Anterior cingulate cortex (BA24)	Brain - Anterior cingulate cortex (BA24)	NA	NA	NA	FALSE	FALSE	TRUE	GTEx	NA	NA	NA	NA
Brain - Caudate (basal ganglia)	Brain - Caudate (basal ganglia)	NA	NA	BN	FALSE	FALSE	TRUE	GTEx	BN	10332	basal nuclei (basal ganglia)	TRUE
Brain - Cerebellar Hemisphere	Brain - Cerebellar Hemisphere	NA	NA	CBH	FALSE	FALSE	TRUE	GTEx	CBH	10659	cerebellar hemisphere	TRUE
Brain - Cerebellum	Brain - Cerebellum	NA	NA	CB	FALSE	FALSE	TRUE	GTEx	CB	10656	cerebellum	TRUE
Brain - Cortex	Brain - Cortex	NA	NA	NA	FALSE	FALSE	TRUE	GTEx	NA	NA	NA	NA
Brain - Frontal Cortex (BA9)	Brain - Frontal Cortex (BA9)	NA	NA	NA	FALSE	FALSE	TRUE	GTEx	NA	NA	NA	NA
Brain - Hippocampus	Brain - Hippocampus	NA	NA	HIB	FALSE	FALSE	TRUE	GTEx	HiB	12173	body of hippocampus	TRUE
Brain - Hypothalamus	Brain - Hypothalamus	NA	NA	HTH	FALSE	FALSE	TRUE	GTEx	HTH	10467	hypothalamus	TRUE
Brain - Nucleus accumbens (basal ganglia)	Brain - Nucleus accumbens (basal ganglia)	NA	NA	NAC	FALSE	FALSE	TRUE	GTEx	NAC	10339	nucleus accumbens	TRUE
Brain - Putamen (basal ganglia)	Brain - Putamen (basal ganglia)	NA	NA	PU	FALSE	FALSE	TRUE	GTEx	Pu	10338	putamen	TRUE
Brain - Spinal cord (cervical c-1)	Brain - Spinal cord (cervical c-1)	NA	NA	NA	FALSE	FALSE	TRUE	GTEx	NA	NA	NA	NA
Brain - Substantia nigra	Brain - Substantia nigra	NA	NA	SN	FALSE	FALSE	TRUE	GTEx	SN	12251	substantia nigra	TRUE
